Четверг 12 мар.2026г.  17:59,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ЖЕЛЕЗНОДОРОЖНЫХ СТАНЦИЙ,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ОСТАНОВОЧНЫХ ПУНКТОВ И ПЛАТФОРМ,,,,,
№ п/п,Наименование пункта,Операции,Дорога,Код станции,
 1885.,Есипово,О,58 Ю-Вост (Р),598612,
 1886.,Есиповская,Б,01 Окт (Р),063118,
 1887.,Естомичи,О,01 Окт (Р),058336,
 1888.,Еткары,О,61 Прив (Р),608722,
 1889.,Еткишки,О,13 Бел,137913,
 1890.,Ефановка,О,63 Кбш (Р),648611,
 1891.,Ефимовское,О,28 Сев (Р),299855,
 1892.,Ефимьево,О,24 Горьк (Р),269328,
 1893.,Ея-Ивановка,О,51 С-Кав (Р),515738,
 1894.,ж.к. Дербышки,О,24 Горьк (Р),251019,
 1895.,Ж.Д. Поселок,О,88 Крас (Р),890894,
 1896.,Жаворонки,О,17 Моск (Р),182251,
 1897.,Жаворонок,О,83 З-Сиб (Р),852182,
 1898.,Жайлау,О,68 Кзх,703414,
 1899.,Жанасу,О,68 Кзх,685311,
 1900.,Жангиз-Агач,О,68 Кзх,667928,
 1901.,Жантубей,О,61 Прив (Р),617219,
 1902.,Жаргаланта,О,92 В-Сиб (Р),936091,
 1903.,Жаргон,О,92 В-Сиб (Р),930818,
 1904.,Жарки,О,43 Южн (У),447320,
 1905.,Жарово,О,01 Окт (Р),040012,
 1906.,Жданова (узк.),О,40 Од (У),409738,
 1907.,Ждановка,О,17 Моск (Р),173619,
 1908.,Жегловка,О,17 Моск (Р),170822,
 1909.,Жедринка,О,61 Прив (Р),609416,
 1910.,Жеймяна,О,12 Лит,128543,
 1911.,Желдыбино,О,28 Сев (Р),317023,
 1912.,Железница,О,01 Окт (Р),066811,
 1913.,Железница,О,13 Бел,138456,
 1914.,Железница,О,17 Моск (Р),215525,
 1915.,Железнодорожная,О,61 Прив (Р),611640,
 1916.,Железнодорожная,О,63 Кбш (Р),638126,
 1917.,Железнодорожная,О,76 Сверд (Р),760027,
 1918.,Железнодорожная,О,83 З-Сиб (Р),863810,
 1919.,Железнодорожная Больница,О,61 Прив (Р),611068,
 1920.,Железнодорожная Будка,О,28 Сев (Р),303637,
 1921.,Железнодорожная казарма,О,28 Сев (Р),304644,
 1922.,Железнодорожная казарма,О,83 З-Сиб (Р),844735,
 1923.,Железнодорожник,О,58 Ю-Вост (Р),435910,
 1924.,Железнодорожник,О,51 С-Кав (Р),525515,
 1925.,Железнодорожник,О,83 З-Сиб (Р),846251,
 1926.,Железнодорожник,О,83 З-Сиб (Р),865093,
 1927.,Железнодорожник,О,83 З-Сиб (Р),863420,
 1928.,Железнодорожник,О,94 Заб (Р),942567,
 1929.,Железнодорожный,О,13 Бел,140526,
 1930.,Железное,О,48 Дон (У),490941,
 1931.,Железное,О,89 89-я дорога,929740,
 1932.,Железный,О,01 Окт (Р),016333,
 1933.,Железняк,О,43 Южн (У),433830,
 1934.,Железобетонный,О,32 Ю-Зап (У),327415,
 1935.,Железобетонный,О,94 Заб (Р),942020,
 1936.,Желтая,О,40 Од (У),410716,
 1937.,Желтые Копани,О,51 С-Кав (Р),515778,
 1938.,Желудок,О,13 Бел,137415,
 1939.,Желуцк,О,35 Льв (У),355114,
 1940.,Желябужская,О,17 Моск (Р),187950,
 1941.,Жемчуг,О,39 Млд,390813,
 1942.,Жемчужина,О,13 Бел,132553,
 1943.,Жемчужная,О,01 Окт (Р),014431,
 1944.,Жемчужное,О,45 Придн (У),454729,
 1945.,Жердово,О,32 Ю-Зап (У),323344,
 1946.,Жеребковичи,О,13 Бел,138954,
 1947.,Жерев,Х,32 Ю-Зап (У),349556,
 1948.,Жерновка,П,61 Прив (Р),609265,
 1949.,Жестистрой,О,45 Придн (У),451947,
 1950.,Жестянка,О,13 Бел,168216,
 1951.,Жефарово,О,13 Бел,164338,
 1952.,Живые Ключи,О,51 С-Кав (Р),587827,
 1953.,Жижало,О,17 Моск (Р),189640,
 1954.,Жиленцы,О,32 Ю-Зап (У),340119,
 1955.,Жиленцы,О,35 Льв (У),363910,
 1956.,Жиличи,О,13 Бел,136215,
 1957.,Жилкин Хутор,О,94 Заб (Р),940913,
 1958.,Жилмассив,О,83 З-Сиб (Р),850632,
 1959.,Жиляй,О,12 Лит,126711,
 1960.,Жипковщина,О,94 Заб (Р),941615,
 1961.,Жиргинас,О,12 Лит,108751,
 1962.,Житловка,О,48 Дон (У),498820,
 1963.,Житловка,О,84 84-я дорога,839328,
 1964.,Житне,О,43 Южн (У),426146,
 1965.,Житнегоры,Б,32 Ю-Зап (У),344016,
 1966.,Житово,О,17 Моск (Р),214113,
 1967.,Житомирская,О,40 Од (У),401721,
 1968.,Жихаревка,О,63 Кбш (Р),643117,
 1969.,Жищенцы,О,32 Ю-Зап (У),333613,
 1970.,Жмакино,О,58 Ю-Вост (Р),608012,
 1971.,Жовновка,О,35 Льв (У),362226,
 1972.,Жовтневый,О,32 Ю-Зап (У),322727,
 1973.,Жодино-Южное,О,13 Бел,141213,
 1974.,Жоково,О,17 Моск (Р),229123,
 1975.,Жуковка,О,32 Ю-Зап (У),325320,
 1976.,Жуковцы,О,32 Ю-Зап (У),330047,
 1977.,Жукопа,П,01 Окт (Р),068111,
 1978.,Жуламансай,О,80 Ю-Ур (Р),815624,
 1979.,Журавинка,О,13 Бел,139321,
 1980.,Журавинка,О,13 Бел,150662,
 1981.,Журавли,О,63 Кбш (Р),635414,
 1982.,Журавлиный,О,83 З-Сиб (Р),837712,
 1983.,Журавлиха,О,76 Сверд (Р),782416,
 1984.,Журавлиха,О,88 Крас (Р),880840,
 1985.,Журавок,О,32 Ю-Зап (У),327025,
 1986.,Журавское,О,51 С-Кав (Р),524921,
 1987.,Журбин,О,13 Бел,159019,
 1988.,Журловка,О,63 Кбш (Р),641326,
 1989.,Жыргалы,Х,68 Кзх,708051,
 1990.,За Урожай,О,83 З-Сиб (Р),843817,
 1991.,Забабье,О,13 Бел,155131,
 1992.,Забайкалец,О,94 Заб (Р),945921,
 1993.,Забайкалец,О,96 Д-Вост (Р),996444,
 1994.,Забиркино,О,48 Дон (У),498623,
 1995.,Забиркино,О,84 84-я дорога,839120,
 1996.,Забозье,О,13 Бел,151215,
 1997.,Заболотная,О,76 Сверд (Р),784131,
 1998.,Заболотье,О,01 Окт (Р),056330,
 1999.,Заборовка,О,63 Кбш (Р),643139,
 2000.,Забродь,О,35 Льв (У),381814,
 2001.,Забулга,О,83 З-Сиб (Р),832947,
 2002.,Завадов,О,35 Льв (У),372115,
 2003.,Завадовка,О,40 Од (У),422323,
 2004.,Завальный,О,17 Моск (Р),174912,
 2005.,Заветы Ильича,О,17 Моск (Р),235919,
 2006.,Завод им. Володарского,О,63 Кбш (Р),645524,
 2007.,Завод им. Ермана,О,61 Прив (Р),611566,
 2008.,Завод им. Кирова,О,61 Прив (Р),611621,
 2009.,Завод им. Петрова,О,61 Прив (Р),611528,
 2010.,Завод Контакт,О,61 Прив (Р),623648,
 2011.,Завод Синтетического,О,61 Прив (Р),610116,
,Волокна,,,,
 2012.,Завод Текловолокно,О,51 С-Кав (Р),543528,
 2013.,Заводоуправление,О,83 З-Сиб (Р),863223,
 2014.,Заводская,О,40 Од (У),422836,
 2015.,Заводская,О,43 Южн (У),442810,
 2016.,Заводская,О,51 С-Кав (Р),538515,
 2017.,Заводская,О,88 Крас (Р),880869,
 2018.,Заводская,О,92 В-Сиб (Р),932635,
 2019.,Заводская Платформа,Б,80 Ю-Ур (Р),806216,
 2020.,Заводская Площадка,О,48 Дон (У),484739,
 2021.,Заводская Площадка,О,89 89-я дорога,899738,
 2022.,Заводская Решетка,О,63 Кбш (Р),642422,
 2023.,Заводской,О,48 Дон (У),491821,
 2024.,Заводской,О,63 Кбш (Р),640018,
 2025.,Заводской,О,92 В-Сиб (Р),923617,
 2026.,Заводской,О,89 89-я дорога,957346,
 2027.,Заводской Парк,О,17 Моск (Р),226337,
 2028.,Заворки,О,88 Крас (Р),883918,
 2029.,Завьяловка,О,63 Кбш (Р),659423,
 2030.,Загальная Корысть,О,40 Од (У),414346,
 2031.,Загальцы,О,32 Ю-Зап (У),321616,
 2032.,Загарб,О,35 Льв (У),382018,
 2033.,Загарино,О,94 Заб (Р),941259,
 2034.,Загонный,О,83 З-Сиб (Р),841219,
 2035.,Загоранча,О,39 Млд,392077,
 2036.,Загорбашье,О,13 Бел,152148,
 2037.,Загорново,О,17 Моск (Р),194935,
 2038.,Загородный,О,48 Дон (У),491747,
 2039.,Загородный,О,63 Кбш (Р),656251,
 2040.,Загородный,О,89 89-я дорога,957295,
 2041.,Загорье,О,13 Бел,140920,
 2042.,Загорье,О,92 В-Сиб (Р),920657,
 2043.,Загорянская,О,17 Моск (Р),235020,
 2044.,Загродье,О,13 Бел,148636,
 2045.,Задание,Б,76 Сверд (Р),772429,
 2046.,Задорожная,О,35 Льв (У),377819,
 2047.,Задрутье,О,13 Бел,155926,
 2048.,Задубровье,П,17 Моск (Р),220913,
 2049.,Заезд,О,43 Южн (У),429021,
 2050.,Зазерка,О,13 Бел,145040,
 2051.,Заимка,О,92 В-Сиб (Р),920939,
 2052.,Заимка,О,92 В-Сиб (Р),931514,
 2053.,Заимка Мамуркова,О,92 В-Сиб (Р),930319,
 2054.,Заионикиево,О,28 Сев (Р),300516,
 2055.,Займище,О,24 Горьк (Р),250035,
 2056.,Закадычное,О,51 С-Кав (Р),510929,
 2057.,Заказанка,О,13 Бел,130416,
 2058.,Заказник,О,88 Крас (Р),884287,
 2059.,Заканальная,О,61 Прив (Р),611732,
 2060.,Заключье,О,01 Окт (Р),053116,
 2061.,Закомарье,О,35 Льв (У),351113,
 2062.,Закульта,О,94 Заб (Р),940631,
 2063.,Залвэзерс,О,09 Лат,113336,
 2064.,Залесная,О,76 Сверд (Р),765410,
 2065.,Залесская Слобода,О,13 Бел,156026,
 2066.,Залесье,О,17 Моск (Р),189621,
 2067.,Залесье,О,32 Ю-Зап (У),337629,
 2068.,Залесье,О,35 Льв (У),363816,
 2069.,Залесье,О,40 Од (У),424263,
 2070.,Залесье,О,58 Ю-Вост (Р),595113,
 2071.,Залесье-Новое,О,10 Клг (Р),104869,
 2072.,Зализничное,О,32 Ю-Зап (У),342612,
 2073.,Заличинка,О,13 Бел,157245,
 2074.,Заломаево,О,28 Сев (Р),303726,
 2075.,Залуженское,О,58 Ю-Вост (Р),582039,
 2076.,Замглай,О,32 Ю-Зап (У),324211,
 2077.,Замельничный,О,76 Сверд (Р),768917,
 2078.,Замошки,О,01 Окт (Р),056735,
 2079.,Замошье,О,13 Бел,138418,
 2080.,Замошье,О,13 Бел,165037,
 2081.,Замужанье,О,13 Бел,141514,
 2082.,Замулинцы,О,35 Льв (У),389110,
 2083.,Замчики,О,32 Ю-Зап (У),337538,
 2084.,Зангиата,О,73 Узбк,723723,
 2085.,Занька,О,35 Льв (У),383650,
 2086.,Заозерное,О,83 З-Сиб (Р),831862,
 2087.,Заозерное-Старое,О,96 Д-Вост (Р),995456,
 2088.,Заозерщина,О,13 Бел,147417,
 2089.,Заозерье,О,01 Окт (Р),053722,
 2090.,Заозёрный,О,80 Ю-Ур (Р),804691,
 2091.,Западинцы,О,32 Ю-Зап (У),334014,
 2092.,Западная Площадка,О,83 З-Сиб (Р),850129,
 2093.,Западное,О,13 Бел,132267,
 2094.,Западный переезд,О,83 З-Сиб (Р),873367,
 2095.,Западный Портал,О,88 Крас (Р),886649,
 2096.,Западный Пост,О,17 Моск (Р),201310,
 2097.,Заперевальная,О,48 Дон (У),483825,
 2098.,Заперевальная,О,89 89-я дорога,899136,
 2099.,Заплава,О,58 Ю-Вост (Р),437422,
 2100.,Заповедник Галичья гора,О,58 Ю-Вост (Р),592810,
 2101.,Заполицы,О,17 Моск (Р),231918,
 2102.,Заполье,О,13 Бел,135443,
 2103.,Запрудная,О,17 Моск (Р),238917,
 2104.,Запрудное,О,83 З-Сиб (Р),844311,
 2105.,Запрудовка,О,80 Ю-Ур (Р),808315,
 2106.,Запрудье,О,35 Льв (У),354569,
 2107.,Запутная,О,17 Моск (Р),231922,
 2108.,Зарваница,П,35 Льв (У),360536,
 2109.,Заречанка,О,43 Южн (У),444642,
 2110.,Заречанский,О,40 Од (У),401420,
 2111.,Зареченка,О,58 Ю-Вост (Р),437935,
 2112.,Зареченская,О,01 Окт (Р),031225,
 2113.,Заречка,О,58 Ю-Вост (Р),435548,
 2114.,Заречная,О,88 Крас (Р),888574,
 2115.,Заречное,О,13 Бел,141228,
 2116.,Заречное,О,58 Ю-Вост (Р),605442,
 2117.,Заречные Дачи,О,92 В-Сиб (Р),925576,
 2118.,Заречный,О,35 Льв (У),374810,
 2119.,Заречный,О,63 Кбш (Р),630213,
 2120.,Заречный Парк,О,63 Кбш (Р),630020,
 2121.,Заречье,О,28 Сев (Р),302244,
 2122.,Заречье,О,35 Льв (У),374312,
 2123.,Заречье,О,88 Крас (Р),892565,
 2124.,Заричево,О,35 Льв (У),381617,
 2125.,Зарница ,О,83 З-Сиб (Р),843535,
 2126.,Зарубино,Б,01 Окт (Р),063137,
 2127.,Зарубинская,О,01 Окт (Р),054551,
 2128.,Зарудечко,О,35 Льв (У),360235,
 2129.,Зарудье,О,32 Ю-Зап (У),334086,
 2130.,Зарученье,О,28 Сев (Р),293613,
 2131.,Заря,О,17 Моск (Р),230421,
 2132.,Заря,О,40 Од (У),401914,
 2133.,Заря,О,83 З-Сиб (Р),846232,
 2134.,Заря,О,83 З-Сиб (Р),873812,
 2135.,Заря Востока,Х,68 Кзх,670066,
 2136.,Засецкая,О,17 Моск (Р),189617,
 2137.,Засковичи,О,13 Бел,163417,
 2138.,Засовская,О,51 С-Кав (Р),535729,
 2139.,Засопочная,О,94 Заб (Р),942529,
 2140.,Застава,О,10 Клг (Р),103315,
 2141.,Заставье,О,35 Льв (У),357321,
 2142.,Засупоевка,О,32 Ю-Зап (У),322996,
 2143.,Затвор,О,80 Ю-Ур (Р),828817,
 2144.,Затишное (узк.),О,35 Льв (У),384140,
 2145.,Затон,Б,61 Прив (Р),624547,
 2146.,Зауват,О,92 В-Сиб (Р),921166,
 2147.,Зафатовка,О,32 Ю-Зап (У),328935,
 2148.,Захаровка,О,92 В-Сиб (Р),924022,
 2149.,Захарово,О,17 Моск (Р),182321,
 2150.,Захарово,О,17 Моск (Р),231015,
 2151.,Захарьинский,О,43 Южн (У),442613,
 2152.,Заход,О,01 Окт (Р),056010,
 2153.,Заходское,О,01 Окт (Р),039617,
 2154.,Зашков,О,35 Льв (У),372124,
 2155.,Защобье,О,13 Бел,154552,
 2156.,Заячевка,О,35 Льв (У),354817,
 2157.,Заячьи Сосны,О,32 Ю-Зап (У),325513,
 2158.,ЗАВОЛЖЬЕ-ПАССАЖИРСКОЕ,О,24 Горьк (Р),262013,
 2159.,ЗАРМАТОВСКОЕ,О,24 Горьк (Р),243614,
 2160.,Збунин,О,13 Бел,132318,
 2161.,Звановка,О,48 Дон (У),494834,
 2162.,Звановка,О,89 89-я дорога,958936,
 2163.,Звегинцево,О,58 Ю-Вост (Р),599044,
 2164.,Звезда,О,13 Бел,158816,
 2165.,Звездная,О,83 З-Сиб (Р),853448,
 2166.,Звездный,О,13 Бел,166615,
 2167.,Звейниекциемс,О,09 Лат,090971,
 2168.,Звеносборочное,О,45 Придн (У),476145,
 2169.,Зверево,О,40 Од (У),411827,
 2170.,Звёздочка,О,51 С-Кав (Р),514243,
 2171.,Звидки,О,43 Южн (У),444337,
 2172.,Здолбунов-Южный,О,35 Льв (У),350040,
 2173.,Здоровец,О,17 Моск (Р),218538,
 2174.,Здоровка,О,32 Ю-Зап (У),321264,
 2175.,Здравница,О,17 Моск (Р),182247,
 2176.,Зейский,О,94 Заб (Р),954028,
 2177.,Зеленая,Х,35 Льв (У),372514,
 2178.,Зеленая,О,43 Южн (У),448925,
 2179.,Зеленая Гора,О,61 Прив (Р),609617,
 2180.,Зеленая Поляна,О,58 Ю-Вост (Р),434528,
 2181.,Зеленая роща,О,17 Моск (Р),212813,
 2182.,Зеленая Роща,О,43 Южн (У),430616,
 2183.,Зеленая Роща,О,83 З-Сиб (Р),830037,
 2184.,Зеленец,О,01 Окт (Р),047721,
 2185.,Зеленовка,О,43 Южн (У),447119,
 2186.,Зеленово,О,17 Моск (Р),220538,
 2187.,Зеленоградск-2,О,10 Клг (Р),104055,
 2188.,Зеленоградская,О,17 Моск (Р),235938,
 2189.,Зеленодольская,О,83 З-Сиб (Р),851847,
 2190.,Зеленое,О,13 Бел,143613,
 2191.,Зеленоморск,О,51 С-Кав (Р),543547,
 2192.,Зеленцино,О,17 Моск (Р),237219,
 2193.,Зеленцы,О,01 Окт (Р),042075,
 2194.,Зеленый Гай,О,35 Льв (У),362620,
 2195.,Зеленый Гай,О,43 Южн (У),441146,
 2196.,Зеленый Гай,О,61 Прив (Р),621642,
 2197.,Зеленый Городок,О,92 В-Сиб (Р),931736,
 2198.,Зеленый Клин,О,48 Дон (У),490034,
 2199.,Зеленый Клин,О,89 89-я дорога,929134,
 2200.,Зеленый Мыс,О,76 Сверд (Р),790094,
 2201.,Зеленый Остров,О,13 Бел,155254,
 2202.,Зелёная Роща,О,51 С-Кав (Р),515513,
 2203.,Зелёный Лес,О,01 Окт (Р),040531,
 2204.,Зелёный Лог,О,76 Сверд (Р),797816,
 2205.,Земля Постникова,О,76 Сверд (Р),767242,
 2206.,Земляничная,О,17 Моск (Р),203852,
 2207.,Земляничная,О,94 Заб (Р),942552,
